iteration,area,error,flag
0,64,0.2734375,normal
20,57,7.10546875,normal
40,51,8.6484375,normal
60,46,8.75,normal
80,43,10.9921875,normal
100,40,10.9921875,normal
120,40,10.7734375,normal
140,36,11.0,normal
160,36,11.109375,normal
180,35,11.109375,normal
200,35,10.8203125,normal
220,33,10.859375,normal
240,32,11.0078125,normal
260,30,11.0546875,normal
280,30,10.96875,normal
300,30,11.0703125,normal
320,30,11.0546875,normal
340,30,11.1015625,normal
360,29,11.1015625,normal
380,29,11.0546875,normal
400,28,11.078125,normal
420,28,10.9609375,normal
440,28,11.09375,normal
460,28,11.09375,normal
480,28,10.921875,normal
500,28,10.75,normal
520,28,10.75,normal
540,28,10.71875,normal
560,27,10.5078125,normal
580,27,10.5078125,normal
600,27,10.9609375,normal
620,27,10.6328125,normal
640,27,10.546875,normal
660,27,10.546875,normal
680,27,10.3125,normal
700,27,10.3828125,normal
720,27,10.6796875,normal
740,27,10.6796875,normal
760,27,10.8828125,normal
780,27,9.9296875,normal
800,27,10.46875,normal
820,26,10.46875,normal
840,26,10.5390625,normal
860,26,10.5078125,normal
880,26,10.5078125,normal
900,26,10.8359375,normal
920,26,10.171875,normal
940,26,9.9296875,normal
960,26,9.96875,normal
980,26,10.0234375,normal
1000,26,11.0859375,normal
1020,25,10.8984375,normal
1040,25,10.921875,normal
1060,25,11.0078125,normal
1080,25,10.7890625,normal
1100,25,10.7890625,normal
1120,25,10.21875,normal
1140,24,10.21875,normal
1160,24,10.21875,normal
1180,24,10.21875,normal
1200,24,10.21875,normal
1220,24,10.4765625,normal
1240,24,11.0078125,normal
1260,24,11.0078125,normal
1280,24,10.9296875,normal
1300,24,10.703125,normal
1320,24,10.78125,normal
1340,24,10.78125,normal
1360,24,10.9921875,normal
1380,24,10.9921875,normal
1400,24,11.03125,normal
1420,24,11.0390625,normal
1440,24,11.0390625,normal
1460,24,10.375,normal
1480,24,11.0390625,normal
1500,24,10.5,normal
1520,24,11.1015625,normal
1540,24,11.1015625,normal
1560,23,11.046875,normal
1580,23,11.046875,normal
1600,23,10.8671875,normal
1620,23,10.8046875,normal
1640,22,11.09375,normal
1660,22,10.875,normal
1680,22,10.546875,normal
1700,22,10.6796875,normal
1720,22,10.6796875,normal
1740,22,10.9296875,normal
1760,22,10.640625,normal
1780,22,10.9375,normal
1800,22,10.9375,normal
1820,22,10.484375,normal
1840,22,10.484375,normal
1860,22,10.484375,normal
1880,22,10.53125,normal
1900,22,10.7109375,normal
1920,22,10.5546875,normal
1940,22,10.4375,normal
1960,22,10.640625,normal
1980,22,10.640625,normal
1999,22,10.640625,normal
