iteration,area,error,flag
0,64,0.06640625,normal
20,57,1.6640625,normal
40,55,1.6875,normal
60,54,1.828125,normal
80,53,1.828125,normal
100,53,1.8984375,normal
120,50,1.8984375,normal
140,48,1.8828125,normal
160,47,1.890625,normal
180,47,1.8828125,normal
200,47,1.8828125,normal
220,47,1.8359375,normal
240,46,1.8359375,normal
260,46,1.8359375,normal
280,46,1.8359375,normal
300,46,1.71875,normal
320,46,1.8515625,normal
340,46,1.8515625,normal
360,46,1.8515625,normal
380,46,1.828125,normal
400,46,1.828125,normal
420,46,1.8515625,normal
440,46,1.8515625,normal
460,46,1.8515625,normal
480,46,1.8046875,normal
500,46,1.84375,normal
520,46,1.84375,normal
540,46,1.84375,normal
560,46,1.84375,normal
580,46,1.8359375,normal
600,46,1.8046875,normal
620,46,1.8359375,normal
640,46,1.8671875,normal
660,46,1.8671875,normal
680,46,1.8671875,normal
700,46,1.859375,normal
720,46,1.859375,normal
740,46,1.8828125,normal
760,46,1.8671875,normal
780,46,1.875,normal
800,46,1.8515625,normal
820,46,1.8515625,normal
840,46,1.8515625,normal
860,46,1.8515625,normal
880,46,1.8984375,normal
900,46,1.8984375,normal
920,46,1.828125,normal
940,46,1.8671875,normal
960,46,1.8671875,normal
980,46,1.8671875,normal
1000,46,1.8828125,normal
1020,46,1.8828125,normal
1040,46,1.8671875,normal
1060,45,1.8671875,normal
1080,45,1.8671875,normal
1100,45,1.8671875,normal
1120,45,1.8984375,normal
1140,45,1.8984375,normal
1160,45,1.8984375,normal
1180,45,1.875,normal
1200,45,1.7890625,normal
1220,45,1.7890625,normal
1240,45,1.859375,normal
1260,44,1.859375,normal
1280,44,1.859375,normal
1300,44,1.890625,normal
1320,44,1.890625,normal
1340,44,1.890625,normal
1360,44,1.890625,normal
1380,44,1.890625,normal
1400,44,1.890625,normal
1420,44,1.890625,normal
1440,44,1.890625,normal
1460,44,1.890625,normal
1480,44,1.890625,normal
1500,44,1.890625,normal
1520,44,1.890625,normal
1540,44,1.890625,normal
1560,44,1.890625,normal
1580,44,1.890625,normal
1600,44,1.890625,normal
1620,44,1.890625,normal
1640,44,1.890625,normal
1660,43,1.8984375,normal
1680,43,1.8984375,normal
1700,43,1.8984375,normal
1720,43,1.8984375,normal
1740,43,1.8984375,normal
1760,43,1.8984375,normal
1780,43,1.8984375,normal
1800,43,1.890625,normal
1820,43,1.890625,normal
1840,43,1.890625,normal
1860,43,1.890625,normal
1880,43,1.890625,normal
1900,43,1.890625,normal
1920,43,1.890625,normal
1940,43,1.890625,normal
1960,43,1.890625,normal
1980,43,1.890625,normal
1999,43,1.890625,normal
