iteration,area,error,flag
0,64,1.875,normal
20,55,19.390625,normal
40,47,18.96875,normal
60,42,19.4140625,normal
80,42,18.25,normal
100,40,18.25,normal
120,37,18.09375,normal
140,37,18.09375,normal
160,37,17.4921875,normal
180,37,19.6484375,normal
200,37,18.8046875,normal
220,37,18.1953125,normal
240,36,18.6484375,normal
260,36,19.5703125,normal
280,34,19.5703125,normal
300,32,19.5390625,normal
320,31,19.9453125,normal
340,31,19.2265625,normal
360,30,18.984375,normal
380,30,19.2890625,normal
400,30,19.265625,normal
420,30,19.265625,normal
440,30,17.359375,normal
460,29,18.9453125,normal
480,29,19.2890625,normal
500,29,19.2890625,normal
520,29,19.4453125,normal
540,29,19.609375,normal
560,29,19.609375,normal
580,29,19.1875,normal
600,29,19.671875,normal
620,29,19.6953125,normal
640,29,19.9140625,normal
660,29,19.9140625,normal
680,29,19.8125,normal
700,28,18.9296875,normal
720,28,18.9296875,normal
740,26,18.9296875,normal
760,26,19.328125,normal
780,25,19.484375,normal
800,25,19.0625,normal
820,25,19.0625,normal
840,25,19.1640625,normal
860,25,19.1875,normal
880,25,18.578125,normal
900,25,19.21875,normal
920,25,19.21875,normal
940,25,19.546875,normal
960,25,19.546875,normal
980,24,19.5078125,normal
1000,24,19.5078125,normal
1020,24,19.5078125,normal
1040,24,19.46875,normal
1060,24,18.3828125,normal
1080,24,18.3828125,normal
1100,24,17.609375,normal
1120,24,18.296875,normal
1140,24,19.6484375,normal
1160,24,19.359375,normal
1180,24,18.8359375,normal
1200,24,18.7734375,normal
1220,24,19.4921875,normal
1240,24,19.4921875,normal
1260,24,19.5,normal
1280,24,18.625,normal
1300,24,19.46875,normal
1320,23,19.1328125,normal
1340,23,19.359375,normal
1360,22,18.4609375,normal
1380,22,18.40625,normal
1400,22,16.5,normal
1420,22,19.234375,normal
1440,22,18.9609375,normal
1460,22,18.2109375,normal
1480,22,18.0859375,normal
1500,22,18.2109375,normal
1520,22,19.515625,normal
1540,22,19.5859375,normal
1560,22,19.5859375,normal
1580,22,19.5859375,normal
1600,22,19.5859375,normal
1620,22,18.78125,normal
1640,22,18.9765625,normal
1660,22,19.078125,normal
1680,22,18.3515625,normal
1700,22,18.3515625,normal
1720,21,18.25,normal
1740,21,19.09375,normal
1760,21,19.71875,normal
1780,21,19.5390625,normal
1800,21,19.5390625,normal
1820,21,19.4140625,normal
1840,21,18.8984375,normal
1860,21,19.0078125,normal
1880,20,18.9609375,normal
1900,20,18.9609375,normal
1920,20,18.9609375,normal
1940,20,18.75,normal
1960,20,18.625,normal
1980,20,18.578125,normal
1999,20,18.3203125,normal
