iteration,area,error,flag
0,64,0.0,normal
20,59,1.890625,normal
40,57,1.65625,normal
60,51,1.75,normal
80,50,1.796875,normal
100,49,1.8828125,normal
120,49,1.796875,normal
140,49,1.8515625,normal
160,49,1.8515625,normal
180,49,1.8515625,normal
200,49,1.8515625,normal
220,49,1.8125,normal
240,49,1.8203125,normal
260,49,1.859375,normal
280,49,1.8359375,normal
300,49,1.8359375,normal
320,47,1.8515625,normal
340,47,1.8515625,normal
360,47,1.8515625,normal
380,46,1.7890625,normal
400,46,1.7890625,normal
420,46,1.8984375,normal
440,46,1.8984375,normal
460,45,1.8984375,normal
480,45,1.8984375,normal
500,45,1.8984375,normal
520,45,1.8984375,normal
540,45,1.8984375,normal
560,45,1.890625,normal
580,45,1.890625,normal
600,45,1.890625,normal
620,45,1.890625,normal
640,45,1.890625,normal
660,45,1.890625,normal
680,45,1.890625,normal
700,45,1.890625,normal
720,45,1.890625,normal
740,45,1.890625,normal
760,45,1.890625,normal
780,45,1.890625,normal
800,44,1.8984375,normal
820,44,1.8984375,normal
840,44,1.8984375,normal
860,44,1.8984375,normal
880,44,1.8828125,normal
900,44,1.8828125,normal
920,44,1.8984375,normal
940,44,1.8984375,normal
960,44,1.8984375,normal
980,44,1.8984375,normal
1000,44,1.8984375,normal
1020,44,1.8984375,normal
1040,44,1.8984375,normal
1060,44,1.8984375,normal
1080,44,1.8984375,normal
1100,44,1.8984375,normal
1120,44,1.8984375,normal
1140,44,1.8984375,normal
1160,44,1.8984375,normal
1180,44,1.8984375,normal
1200,44,1.8984375,normal
1220,44,1.8984375,normal
1240,44,1.8984375,normal
1260,44,1.8984375,normal
1280,44,1.8984375,normal
1300,44,1.8984375,normal
1320,44,1.8984375,normal
1340,44,1.8984375,normal
1360,44,1.8984375,normal
1380,44,1.8984375,normal
1400,44,1.8984375,normal
1420,44,1.8984375,normal
1440,44,1.8984375,normal
1460,44,1.8984375,normal
1480,44,1.8984375,normal
1500,44,1.8984375,normal
1520,44,1.8984375,normal
1540,44,1.8984375,normal
1560,44,1.8984375,normal
1580,44,1.8828125,normal
1600,44,1.8828125,normal
1620,44,1.8828125,normal
1640,44,1.8828125,normal
1660,44,1.8828125,normal
1680,44,1.890625,normal
1700,44,1.890625,normal
1720,44,1.890625,normal
1740,44,1.890625,normal
1760,44,1.890625,normal
1780,44,1.890625,normal
1800,44,1.890625,normal
1820,44,1.84375,normal
1840,44,1.84375,normal
1860,44,1.84375,normal
1880,44,1.84375,normal
1900,44,1.84375,normal
1920,44,1.84375,normal
1940,44,1.84375,normal
1960,44,1.8984375,normal
1980,44,1.8984375,normal
1999,44,1.8984375,normal
