iteration,area,error,flag
0,63,14.28125,pretrain
20,53,68.3125,pretrain
40,48,66.2578125,pretrain
60,45,60.53125,pretrain
80,44,54.2578125,pretrain
100,41,54.3828125,pretrain
102,40,54.8046875,normal
122,40,50.8984375,normal
142,40,49.03125,normal
162,40,49.03125,normal
182,40,48.7578125,normal
202,40,47.3671875,normal
222,40,42.8515625,normal
242,40,42.3203125,normal
262,40,41.953125,normal
282,40,40.5,normal
302,40,40.296875,normal
322,40,40.1875,normal
342,40,39.6953125,normal
362,39,39.6953125,normal
382,40,39.0078125,normal
402,40,39.0078125,normal
422,40,39.0078125,normal
442,39,36.5859375,normal
462,40,36.5859375,normal
482,40,36.5859375,normal
502,40,36.5859375,normal
522,40,36.5859375,normal
542,40,36.5859375,normal
562,40,36.3515625,normal
582,40,36.3359375,normal
602,40,36.3359375,normal
622,40,36.3359375,normal
642,40,36.3359375,normal
662,40,36.3359375,normal
682,40,36.3359375,normal
702,40,36.1875,normal
722,40,36.1875,normal
742,40,36.1796875,normal
762,40,36.1796875,normal
782,40,36.1796875,normal
802,40,36.1796875,normal
822,40,36.1796875,normal
842,40,36.1796875,normal
862,40,36.1796875,normal
882,40,36.1796875,normal
902,40,36.1796875,normal
922,40,36.1796875,normal
942,40,36.1796875,normal
962,40,36.1796875,normal
982,40,36.1796875,normal
1002,40,36.1796875,normal
1022,40,36.1796875,normal
1042,40,36.1796875,normal
1062,40,36.1796875,normal
1082,40,36.1796875,normal
1102,40,36.1796875,normal
1122,39,36.1796875,normal
1142,40,36.1796875,normal
1162,40,36.1796875,normal
1182,39,36.1796875,normal
1202,40,36.1796875,normal
1222,40,36.1796875,normal
1242,39,36.1796875,normal
1262,40,36.1796875,normal
1282,40,36.1796875,normal
1302,40,36.1796875,normal
1322,40,36.1796875,normal
1342,40,36.1796875,normal
1362,40,36.1796875,normal
1382,40,36.1796875,normal
1402,40,36.1796875,normal
1422,40,36.1796875,normal
1442,40,36.1796875,normal
1462,40,36.1796875,normal
1482,40,36.1796875,normal
1502,39,36.1796875,normal
1522,40,36.1796875,normal
1542,40,36.1796875,normal
1562,40,36.1796875,normal
1582,40,36.1796875,normal
1602,40,36.1796875,normal
1622,40,36.1796875,normal
1642,40,36.1796875,normal
1662,39,36.1796875,normal
1682,40,36.1796875,normal
1702,40,36.0625,normal
1722,40,36.0625,normal
1742,39,36.0625,normal
1762,40,35.875,normal
1782,40,35.875,normal
1802,40,35.875,normal
1822,40,35.875,normal
1842,40,35.875,normal
1862,40,35.875,normal
1882,39,35.84375,normal
1902,40,35.84375,normal
1922,40,35.4453125,normal
1942,40,35.4453125,normal
1962,40,35.4453125,normal
1982,40,35.4453125,normal
2002,40,35.4453125,normal
2022,40,35.4453125,normal
2042,40,35.4453125,normal
2062,40,35.4453125,normal
2082,40,35.4453125,normal
2101,40,35.4453125,normal
