iteration,area,error,flag
0,63,39.7578125,pretrain
18,56,60.453125,normal
38,56,53.734375,normal
58,53,39.5234375,normal
78,53,37.4296875,normal
98,55,37.40625,normal
118,56,28.8359375,normal
138,55,28.5234375,normal
158,54,28.5078125,normal
178,54,28.5,normal
198,51,28.5,normal
218,53,28.5,normal
238,50,28.4765625,normal
258,49,28.46875,normal
278,50,28.46875,normal
298,47,28.46875,normal
318,50,28.46875,normal
338,52,28.46875,normal
358,51,28.46875,normal
378,53,28.46875,normal
398,52,28.46875,normal
418,52,28.4140625,normal
438,56,28.4140625,normal
458,55,28.4140625,normal
478,53,28.4140625,normal
498,55,28.4140625,normal
518,53,28.4140625,normal
538,54,28.4140625,normal
558,56,28.4140625,normal
578,53,28.4140625,normal
598,52,28.4140625,normal
618,54,28.4140625,normal
638,54,28.4140625,normal
658,55,28.4140625,normal
678,54,28.4140625,normal
698,51,28.4140625,normal
718,53,28.4140625,normal
738,55,28.4140625,normal
758,54,28.4140625,normal
778,53,28.4140625,normal
798,53,28.4140625,normal
818,54,28.4140625,normal
838,52,28.4140625,normal
858,49,28.4140625,normal
878,51,28.4140625,normal
898,51,28.4140625,normal
918,52,28.4140625,normal
938,53,28.4140625,normal
958,56,28.4140625,normal
978,54,28.4140625,normal
998,55,28.4140625,normal
1018,55,28.4140625,normal
1038,54,28.4140625,normal
1058,53,28.4140625,normal
1078,52,28.4140625,normal
1098,54,28.4140625,normal
1118,53,28.4140625,normal
1138,56,28.4140625,normal
1158,53,28.4140625,normal
1178,55,28.4140625,normal
1198,56,28.4140625,normal
1218,55,28.4140625,normal
1238,56,28.4140625,normal
1258,55,28.4140625,normal
1278,52,28.4140625,normal
1298,53,28.4140625,normal
1318,53,28.4140625,normal
1338,52,28.4140625,normal
1358,53,28.4140625,normal
1378,52,28.4140625,normal
1398,55,28.4140625,normal
1418,56,28.4140625,normal
1438,55,28.4140625,normal
1458,55,28.4140625,normal
1478,55,28.4140625,normal
1498,54,28.4140625,normal
1518,53,28.4140625,normal
1538,52,28.4140625,normal
1558,54,28.4140625,normal
1578,55,28.4140625,normal
1598,56,28.4140625,normal
1618,55,28.4140625,normal
1638,54,28.4140625,normal
1658,56,28.4140625,normal
1678,56,28.4140625,normal
1698,54,28.4140625,normal
1718,56,28.4140625,normal
1738,56,28.4140625,normal
1758,56,28.4140625,normal
1778,56,28.4140625,normal
1798,56,28.4140625,normal
1818,56,28.4140625,normal
1838,55,28.4140625,normal
1858,54,28.4140625,normal
1878,54,28.4140625,normal
1898,55,28.4140625,normal
1918,56,28.4140625,normal
1938,56,28.4140625,normal
1958,53,28.4140625,normal
1978,51,28.4140625,normal
1998,51,28.4140625,normal
2017,55,28.4140625,normal
