iteration,area,error,flag
0,63,46.52734375,pretrain
20,51,67.6015625,pretrain
40,45,60.328125,pretrain
60,43,55.21875,pretrain
80,40,68.34375,pretrain
100,38,89.4375,pretrain
120,37,52.328125,pretrain
140,37,50.8515625,pretrain
160,35,74.3046875,pretrain
180,35,125.578125,pretrain
200,34,81.59375,pretrain
220,33,92.0703125,pretrain
240,33,77.640625,pretrain
260,33,103.3828125,pretrain
280,33,65.875,pretrain
300,33,84.9765625,pretrain
320,31,60.515625,pretrain
340,30,63.5703125,pretrain
360,30,97.484375,pretrain
380,30,91.03125,pretrain
400,29,91.03125,pretrain
420,28,107.34375,pretrain
440,27,91.6953125,pretrain
460,27,115.4296875,pretrain
480,27,114.9296875,pretrain
500,26,61.1953125,pretrain
520,26,61.1953125,pretrain
540,26,61.1953125,pretrain
560,26,58.6171875,pretrain
580,26,126.6171875,pretrain
600,26,108.84375,pretrain
620,26,127.109375,pretrain
640,26,138.953125,pretrain
660,25,75.046875,pretrain
680,24,58.4375,pretrain
681,24,58.4375,normal
701,24,58.4375,normal
721,24,57.0546875,normal
741,24,43.84375,normal
761,24,42.7890625,normal
781,24,42.6171875,normal
801,24,42.6171875,normal
821,24,42.59375,normal
841,24,42.59375,normal
861,24,42.59375,normal
881,24,42.59375,normal
901,24,42.59375,normal
921,24,39.703125,normal
941,24,39.2734375,normal
961,24,35.6875,normal
981,24,35.546875,normal
1001,24,34.796875,normal
1021,24,34.796875,normal
1041,24,34.796875,normal
1061,24,34.796875,normal
1081,24,34.796875,normal
1101,24,34.796875,normal
1121,24,34.796875,normal
1141,24,34.796875,normal
1161,24,34.796875,normal
1181,24,34.6875,normal
1201,24,34.6875,normal
1221,24,34.6875,normal
1241,24,34.6875,normal
1261,24,34.6875,normal
1281,24,34.6875,normal
1301,24,34.6875,normal
1321,24,34.6875,normal
1341,24,34.6875,normal
1361,24,34.6875,normal
1381,24,34.6875,normal
1401,24,34.6875,normal
1421,24,34.6875,normal
1441,24,34.6875,normal
1461,24,34.6875,normal
1481,24,34.6875,normal
1501,24,34.6875,normal
1521,24,34.671875,normal
1541,24,34.625,normal
1561,24,34.625,normal
1581,24,34.625,normal
1601,24,34.625,normal
1621,24,34.625,normal
1641,24,34.625,normal
1661,24,34.625,normal
1681,24,34.625,normal
1701,24,34.625,normal
1721,24,34.625,normal
1741,24,34.625,normal
1761,24,34.625,normal
1781,24,34.625,normal
1801,24,34.625,normal
1821,24,34.625,normal
1841,24,34.625,normal
1861,24,34.625,normal
1881,24,34.625,normal
1901,24,34.625,normal
1921,23,34.625,normal
1941,24,34.625,normal
1961,24,34.625,normal
1981,24,34.625,normal
2001,24,34.625,normal
2021,24,34.625,normal
2041,24,34.625,normal
2061,24,34.625,normal
2081,24,34.625,normal
2101,24,34.625,normal
2121,24,34.625,normal
2141,24,34.625,normal
2161,24,34.625,normal
2181,24,34.625,normal
2201,24,34.625,normal
2221,24,34.625,normal
2241,24,34.625,normal
2261,24,34.625,normal
2281,24,34.625,normal
2301,24,34.625,normal
2321,24,34.625,normal
2341,24,34.625,normal
2361,24,34.625,normal
2381,24,34.625,normal
2401,24,34.625,normal
2421,24,34.625,normal
2441,24,34.625,normal
2461,24,34.625,normal
2481,24,34.625,normal
2501,24,34.625,normal
2521,24,34.625,normal
2541,24,34.625,normal
2561,24,34.625,normal
2581,24,34.625,normal
2601,24,34.625,normal
2621,24,34.625,normal
2641,24,34.625,normal
2661,24,34.625,normal
2680,24,34.625,normal
