iteration,area,error,flag
0,63,0.5625,normal
20,54,5.4921875,normal
40,52,5.90625,normal
60,50,6.1171875,normal
80,49,6.140625,normal
100,47,6.1484375,normal
120,44,5.8125,normal
140,44,5.8359375,normal
160,41,5.71875,normal
180,41,5.8515625,normal
200,38,5.8046875,normal
220,38,5.8046875,normal
240,38,5.8359375,normal
260,38,5.9921875,normal
280,37,5.859375,normal
300,36,5.859375,normal
320,35,6.0546875,normal
340,35,6.0390625,normal
360,35,5.7734375,normal
380,34,5.8984375,normal
400,34,5.8046875,normal
420,34,5.8046875,normal
440,33,6.1015625,normal
460,33,6.0546875,normal
480,33,6.0703125,normal
500,33,6.0703125,normal
520,33,6.1328125,normal
540,33,6.1328125,normal
560,33,6.0234375,normal
580,33,6.0234375,normal
600,33,6.0234375,normal
620,33,6.0546875,normal
640,33,6.046875,normal
660,33,6.03125,normal
680,33,6.03125,normal
700,33,6.03125,normal
720,33,6.109375,normal
740,33,6.109375,normal
760,33,6.109375,normal
780,32,6.109375,normal
800,32,6.0078125,normal
820,32,6.0390625,normal
840,31,6.0390625,normal
860,31,6.0390625,normal
880,31,6.0390625,normal
900,31,6.0390625,normal
920,31,6.0390625,normal
940,30,5.9140625,normal
960,30,5.9140625,normal
980,30,5.9140625,normal
1000,30,5.859375,normal
1020,30,6.0078125,normal
1040,30,6.0078125,normal
1060,30,6.0078125,normal
1080,30,6.0078125,normal
1100,30,6.0078125,normal
1120,30,6.15625,normal
1140,30,6.15625,normal
1160,30,6.078125,normal
1180,29,6.078125,normal
1200,29,6.0859375,normal
1220,29,6.1171875,normal
1240,29,6.1171875,normal
1260,29,6.1171875,normal
1280,29,6.1171875,normal
1300,29,6.1171875,normal
1320,29,6.1171875,normal
1340,29,5.96875,normal
1360,29,5.9921875,normal
1380,29,5.9921875,normal
1400,29,5.9921875,normal
1420,29,5.9921875,normal
1440,29,5.984375,normal
1460,29,5.984375,normal
1480,29,5.984375,normal
1500,29,5.984375,normal
1520,29,5.953125,normal
1540,29,6.0,normal
1560,28,6.0,normal
1580,28,6.0,normal
1600,28,6.0,normal
1620,28,5.921875,normal
1640,28,5.921875,normal
1660,28,5.921875,normal
1680,28,5.9296875,normal
1700,28,6.0703125,normal
1720,28,6.0703125,normal
1740,28,5.9765625,normal
1760,28,5.984375,normal
1780,28,5.984375,normal
1800,28,5.9296875,normal
1820,28,5.9296875,normal
1840,28,5.984375,normal
1860,28,5.984375,normal
1880,28,5.6640625,normal
1900,28,6.109375,normal
1920,28,6.109375,normal
1940,28,6.109375,normal
1960,28,6.109375,normal
1980,28,6.109375,normal
1999,28,6.109375,normal
