iteration,area,error,flag
0,62,28.1015625,pretrain
20,54,63.38671875,pretrain
40,49,72.90625,pretrain
43,48,72.84375,normal
63,48,53.328125,normal
83,48,50.8984375,normal
103,48,50.2265625,normal
123,47,32.296875,normal
143,48,29.5703125,normal
163,48,29.5703125,normal
183,47,29.5234375,normal
203,48,29.3671875,normal
223,47,29.2734375,normal
243,48,29.2734375,normal
263,48,29.2734375,normal
283,48,29.1640625,normal
303,47,29.1640625,normal
323,48,29.1640625,normal
343,48,29.1640625,normal
363,47,29.1640625,normal
383,47,29.125,normal
403,47,28.90625,normal
423,47,28.890625,normal
443,48,28.75,normal
463,47,28.1484375,normal
483,45,27.9140625,normal
503,47,27.6875,normal
523,47,27.6875,normal
543,47,27.671875,normal
563,48,27.6640625,normal
583,48,26.984375,normal
603,48,26.9765625,normal
623,48,26.9765625,normal
643,48,26.9765625,normal
663,48,26.9765625,normal
683,48,26.9765625,normal
703,48,26.9765625,normal
723,46,26.9765625,normal
743,46,26.9765625,normal
763,47,26.9765625,normal
783,47,26.9765625,normal
803,48,26.9765625,normal
823,48,26.8984375,normal
843,48,26.8984375,normal
863,47,26.8984375,normal
883,48,26.8984375,normal
903,47,26.8984375,normal
923,48,26.8984375,normal
943,47,26.8984375,normal
963,46,26.8984375,normal
983,48,26.8984375,normal
1003,47,26.8984375,normal
1023,48,26.8984375,normal
1043,47,26.8984375,normal
1063,47,26.59375,normal
1083,48,26.59375,normal
1103,48,26.59375,normal
1123,48,26.59375,normal
1143,47,26.59375,normal
1163,48,26.59375,normal
1183,46,26.59375,normal
1203,47,26.59375,normal
1223,48,26.59375,normal
1243,48,26.59375,normal
1263,48,26.59375,normal
1283,47,26.59375,normal
1303,48,26.59375,normal
1323,48,26.59375,normal
1343,48,26.59375,normal
1363,48,26.59375,normal
1383,48,26.59375,normal
1403,48,26.59375,normal
1423,48,26.59375,normal
1443,48,26.59375,normal
1463,47,26.59375,normal
1483,47,26.59375,normal
1503,47,26.59375,normal
1523,48,26.59375,normal
1543,48,26.484375,normal
1563,47,26.484375,normal
1583,47,26.484375,normal
1603,48,26.484375,normal
1623,48,26.484375,normal
1643,47,26.484375,normal
1663,47,26.484375,normal
1683,47,26.484375,normal
1703,48,26.484375,normal
1723,48,26.484375,normal
1743,48,26.484375,normal
1763,47,26.484375,normal
1783,48,26.484375,normal
1803,47,26.484375,normal
1823,48,26.484375,normal
1843,47,26.484375,normal
1863,48,26.484375,normal
1883,48,26.484375,normal
1903,47,26.484375,normal
1923,48,26.484375,normal
1943,48,26.484375,normal
1963,48,26.484375,normal
1983,48,26.484375,normal
2003,48,26.484375,normal
2023,47,26.484375,normal
2042,48,26.484375,normal
