iteration,area,error,flag
0,63,6.890625,pretrain
20,52,37.9140625,pretrain
40,49,40.796875,pretrain
60,45,37.1484375,pretrain
80,44,37.1484375,pretrain
100,44,64.71875,pretrain
120,40,66.390625,pretrain
140,37,63.8203125,pretrain
160,37,65.859375,pretrain
180,37,64.859375,pretrain
200,35,95.609375,pretrain
220,33,102.296875,pretrain
240,33,68.265625,pretrain
260,32,69.5,pretrain
280,31,60.046875,pretrain
300,31,120.6640625,pretrain
320,31,117.296875,pretrain
340,31,108.0859375,pretrain
360,31,57.3359375,pretrain
380,30,57.3359375,pretrain
400,29,95.609375,pretrain
420,29,96.640625,pretrain
440,29,96.640625,pretrain
460,29,82.0,pretrain
480,29,108.3125,pretrain
498,28,108.765625,normal
518,28,55.5,normal
538,28,44.71875,normal
558,28,44.2578125,normal
578,28,37.859375,normal
598,28,35.6796875,normal
618,28,35.453125,normal
638,28,35.4296875,normal
658,28,35.4296875,normal
678,28,35.3984375,normal
698,28,34.5,normal
718,28,34.5,normal
738,28,34.4375,normal
758,28,34.4375,normal
778,28,33.546875,normal
798,28,33.546875,normal
818,28,33.546875,normal
838,28,33.546875,normal
858,28,33.546875,normal
878,28,33.546875,normal
898,28,33.5234375,normal
918,28,33.5234375,normal
938,28,33.515625,normal
958,28,33.515625,normal
978,28,33.515625,normal
998,28,33.515625,normal
1018,28,33.515625,normal
1038,28,33.515625,normal
1058,28,33.4140625,normal
1078,28,33.4140625,normal
1098,28,33.4140625,normal
1118,28,33.4140625,normal
1138,28,33.4140625,normal
1158,28,33.4140625,normal
1178,28,33.4140625,normal
1198,28,33.4140625,normal
1218,28,33.4140625,normal
1238,28,33.03125,normal
1258,28,32.921875,normal
1278,28,32.890625,normal
1298,28,32.890625,normal
1318,28,32.890625,normal
1338,28,32.890625,normal
1358,28,32.890625,normal
1378,28,32.890625,normal
1398,28,32.890625,normal
1418,28,32.890625,normal
1438,28,32.890625,normal
1458,28,32.890625,normal
1478,28,32.890625,normal
1498,28,32.890625,normal
1518,28,32.890625,normal
1538,28,32.890625,normal
1558,28,32.890625,normal
1578,28,32.890625,normal
1598,28,32.890625,normal
1618,28,32.890625,normal
1638,28,32.890625,normal
1658,28,32.890625,normal
1678,28,32.890625,normal
1698,28,32.890625,normal
1718,28,32.890625,normal
1738,27,32.890625,normal
1758,28,32.890625,normal
1778,28,32.890625,normal
1798,28,32.890625,normal
1818,28,32.8828125,normal
1838,28,32.8828125,normal
1858,28,32.8828125,normal
1878,28,32.8828125,normal
1898,28,32.8828125,normal
1918,28,32.8828125,normal
1938,28,32.8828125,normal
1958,28,32.8828125,normal
1978,28,32.8828125,normal
1998,28,32.8828125,normal
2018,28,32.8828125,normal
2038,28,32.78125,normal
2058,28,32.78125,normal
2078,28,32.78125,normal
2098,28,32.78125,normal
2118,28,32.78125,normal
2138,28,32.78125,normal
2158,28,32.78125,normal
2178,28,32.78125,normal
2198,28,32.78125,normal
2218,28,32.734375,normal
2238,28,32.734375,normal
2258,28,32.734375,normal
2278,28,32.734375,normal
2298,28,32.734375,normal
2318,28,32.734375,normal
2338,28,32.734375,normal
2358,28,32.5234375,normal
2378,28,32.5234375,normal
2398,28,32.5234375,normal
2418,28,32.5234375,normal
2438,28,32.5234375,normal
2458,28,32.5234375,normal
2478,28,32.5234375,normal
2497,28,32.5234375,normal
