0,0.12109375
1,0.12109375
2,0.23828125
3,0.40625
4,0.41796875
5,0.41796875
6,0.41796875
7,0.4765625
8,0.4765625
9,0.41015625
10,0.41015625
11,0.44921875
12,0.44921875
13,0.4765625
14,0.4765625
15,0.4765625
16,0.4921875
17,0.4921875
18,0.4921875
19,0.4921875
20,0.4921875
21,0.4921875
22,0.43359375
23,0.43359375
24,0.43359375
25,0.43359375
26,0.53515625
27,0.53515625
28,0.4921875
29,0.4921875
30,0.4921875
31,0.4921875
32,0.4921875
33,0.4921875
34,0.5
35,0.5
36,0.5
37,0.5
38,0.5
39,0.5
40,0.5
41,0.5546875
42,0.5546875
43,0.5546875
44,0.5546875
45,0.5546875
46,0.5546875
47,0.5390625
48,0.5390625
49,0.5390625
50,0.53125
51,0.53125
52,0.53125
53,0.53125
54,0.53125
55,0.53125
56,0.5546875
57,0.5546875
58,0.5546875
59,0.5546875
60,0.5546875
61,0.5546875
62,0.5546875
63,0.5546875
64,0.5546875
65,0.5546875
66,0.5546875
67,0.5546875
68,0.5546875
69,0.5546875
70,0.5546875
71,0.5546875
72,0.5546875
73,0.5546875
74,0.5546875
75,0.5546875
76,0.5546875
77,0.5546875
78,0.5546875
79,0.5546875
80,0.5546875
81,0.5546875
82,0.5546875
83,0.5546875
84,0.5546875
85,0.5546875
86,0.5546875
87,0.5546875
88,0.5546875
89,0.5546875
90,0.578125
91,0.578125
92,0.578125
93,0.578125
94,0.578125
95,0.578125
96,0.578125
97,0.578125
98,0.578125
99,0.578125
100,0.578125
101,0.578125
102,0.578125
103,0.578125
104,0.578125
105,0.578125
106,0.578125
107,0.578125
108,0.578125
109,0.5
110,0.5
111,0.5
112,0.5
113,0.5
114,0.5
115,0.5
116,0.5
117,0.5
118,0.5
119,0.5
120,0.5
121,0.5
122,0.5
123,0.5
124,0.5
125,0.5
126,0.5
127,0.5
128,0.5
129,0.5
130,0.5
131,0.5
132,0.5
133,0.5
134,0.5
135,0.5
136,0.5
137,0.5
138,0.5
139,0.5
140,0.5
141,0.5
142,0.5
143,0.5
144,0.4375
145,0.4375
146,0.4375
147,0.453125
148,0.453125
149,0.453125
150,0.453125
151,0.453125
152,0.453125
153,0.453125
154,0.453125
155,0.453125
156,0.453125
157,0.453125
158,0.453125
159,0.453125
160,0.453125
161,0.453125
162,0.546875
163,0.546875
164,0.546875
165,0.546875
166,0.546875
167,0.546875
168,0.546875
169,0.546875
170,0.546875
171,0.546875
172,0.546875
173,0.5
174,0.5
175,0.5
176,0.5
177,0.5
178,0.5
179,0.5
180,0.5
181,0.5
182,0.5
183,0.5
184,0.5
185,0.5
186,0.5
187,0.5
188,0.5
189,0.5
190,0.5
191,0.5
192,0.5
193,0.5
194,0.5
195,0.5
196,0.5
197,0.5
198,0.5
199,0.5
200,0.515625
201,0.515625
202,0.515625
203,0.515625
204,0.515625
205,0.515625
206,0.515625
207,0.515625
208,0.546875
209,0.5390625
210,0.5390625
211,0.5390625
212,0.5390625
213,0.5390625
214,0.5390625
215,0.5390625
216,0.5390625
217,0.5390625
218,0.5390625
219,0.5390625
220,0.5390625
221,0.5390625
222,0.5390625
223,0.5390625
224,0.5390625
225,0.5390625
226,0.5390625
227,0.5390625
228,0.5390625
229,0.5390625
230,0.5390625
231,0.5390625
232,0.5390625
233,0.5390625
234,0.5390625
235,0.5390625
236,0.5390625
237,0.5390625
238,0.5390625
239,0.5390625
240,0.5390625
241,0.5390625
242,0.5390625
243,0.5390625
244,0.5390625
245,0.5390625
246,0.5390625
247,0.5390625
248,0.5390625
249,0.5390625
250,0.5390625
251,0.5390625
252,0.5390625
253,0.5390625
254,0.5390625
255,0.5390625
256,0.5390625
257,0.5390625
258,0.5234375
259,0.5234375
260,0.5234375
261,0.5234375
262,0.5234375
263,0.5234375
264,0.5234375
265,0.5234375
266,0.5234375
267,0.5234375
268,0.5234375
269,0.5234375
270,0.5234375
271,0.5234375
272,0.5234375
273,0.5234375
274,0.5234375
275,0.5234375
276,0.5234375
277,0.5234375
278,0.5234375
279,0.5234375
280,0.5234375
281,0.5234375
282,0.5234375
283,0.5234375
284,0.5234375
285,0.5234375
286,0.5234375
287,0.5234375
