iteration,area,error,flag
0,63,0.1328125,pretrain
20,51,83.375,pretrain
39,48,84.5625,normal
59,47,42.3046875,normal
79,48,42.1171875,normal
99,47,39.90625,normal
119,47,39.4765625,normal
139,48,39.4765625,normal
159,47,39.4765625,normal
179,48,39.4765625,normal
199,48,39.4765625,normal
219,48,39.4765625,normal
239,48,39.4296875,normal
259,48,39.4296875,normal
279,48,39.4296875,normal
299,48,39.4296875,normal
319,48,39.390625,normal
339,47,39.390625,normal
359,48,39.390625,normal
379,48,39.390625,normal
399,48,39.390625,normal
419,47,36.046875,normal
439,47,36.0078125,normal
459,48,35.7890625,normal
479,47,35.7890625,normal
499,48,35.7890625,normal
519,48,35.7890625,normal
539,47,35.7890625,normal
559,48,35.7890625,normal
579,48,35.7890625,normal
599,48,35.7890625,normal
619,48,35.7890625,normal
639,48,35.7890625,normal
659,48,35.7890625,normal
679,48,35.7890625,normal
699,48,35.7890625,normal
719,48,35.7890625,normal
739,48,35.7890625,normal
759,47,35.7890625,normal
779,48,35.7890625,normal
799,48,35.7890625,normal
819,46,35.7890625,normal
839,46,35.7890625,normal
859,48,35.7890625,normal
879,47,35.7890625,normal
899,47,35.4296875,normal
919,46,35.4296875,normal
939,48,35.03125,normal
959,47,35.03125,normal
979,47,35.03125,normal
999,48,35.03125,normal
1019,48,35.03125,normal
1039,48,35.03125,normal
1059,48,35.03125,normal
1079,48,35.03125,normal
1099,47,35.03125,normal
1119,45,35.03125,normal
1139,48,35.03125,normal
1159,48,35.03125,normal
1179,48,35.03125,normal
1199,48,35.03125,normal
1219,48,35.03125,normal
1239,48,34.1171875,normal
1259,48,34.1171875,normal
1279,48,34.109375,normal
1299,48,34.109375,normal
1319,48,34.109375,normal
1339,47,34.109375,normal
1359,47,34.109375,normal
1379,48,34.0703125,normal
1399,46,33.984375,normal
1419,48,33.984375,normal
1439,47,33.984375,normal
1459,48,33.984375,normal
1479,48,33.96875,normal
1499,47,33.796875,normal
1519,47,33.796875,normal
1539,48,33.796875,normal
1559,47,33.796875,normal
1579,48,33.765625,normal
1599,48,33.765625,normal
1619,47,32.1484375,normal
1639,47,27.625,normal
1659,46,26.984375,normal
1679,48,26.984375,normal
1699,47,26.984375,normal
1719,47,26.96875,normal
1739,48,26.96875,normal
1759,48,26.96875,normal
1779,48,26.96875,normal
1799,48,26.6484375,normal
1819,48,26.6484375,normal
1839,48,26.5625,normal
1859,48,26.5625,normal
1879,47,26.5625,normal
1899,47,26.5625,normal
1919,48,26.5625,normal
1939,48,26.5625,normal
1959,48,26.5625,normal
1979,48,26.5625,normal
1999,48,26.5625,normal
2019,48,26.5625,normal
2038,47,26.5625,normal
